(0.8166666666666667,)
(0.825,)
(0.825,)
(0.825,)
(0.825,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8291666666666668,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
(0.8333333333333333,)
871.4838721752167
